0.103939	0	25000
0.107886	25000	27500
0.107886	27500	30000
0.107886	30000	32500
0.107886	32500	35000
0.107886	35000	37500
0.107886	37500	40000
0.107886	40000	42500
0.107886	42500	45000
0.107886	45000	47500
0.108136	47500	50000
0.113064	50000	52500
0.113064	52500	55000
0.113065	55000	57500
0.113065	57500	60000
0.113065	60000	62500
0.113065	62500	65000
0.113065	65000	67500
0.113065	67500	70000
0.113065	70000	72500
0.113065	72500	75000
0.113065	75000	77500
0.113065	77500	80000
0.113065	80000	82500
0.113065	82500	85000
0.113332	85000	87500
0.113332	87500	90000
0.113332	90000	92500
0.113332	92500	95000
0.113333	95000	97500
0.113333	97500	100000
0.117332	100000	102500
0.117332	102500	105000
0.117332	105000	107500
0.117332	107500	110000
0.117333	110000	112500
0.117333	112500	115000
0.117333	115000	117500
0.117333	117500	120000
0.117333	120000	122500
0.117333	122500	125000
0.117333	125000	127500
0.117333	127500	130000
0.117333	130000	132500
0.117333	132500	135000
0.117582	135000	137500
0.117582	137500	140000
0.117582	140000	142500
0.117582	142500	145000
0.117583	145000	147500
0.118082	147500	150000
0.118082	150000	152500
0.118082	152500	155000
0.118082	155000	157500
0.118386	157500	160000
0.118386	160000	162500
0.118386	162500	165000
0.118386	165000	167500
0.118386	167500	170000
0.118386	170000	172500
0.118386	172500	175000
0.118386	175000	177500
0.118386	177500	180000
0.118636	180000	182500
0.118636	182500	185000
0.118636	185000	187500
0.118636	187500	190000
0.118636	190000	192500
0.118636	192500	195000
0.118636	195000	197500
0.118636	197500	200000
0.122082	200000	202500
0.122082	202500	205000
0.122082	205000	207500
0.122082	207500	210000
0.122083	210000	212500
0.122083	212500	215000
0.122083	215000	217500
0.122083	217500	220000
0.122083	220000	222500
0.122332	222500	225000
0.122332	225000	227500
0.122332	227500	230000
0.122332	230000	232500
0.122333	232500	235000
0.122832	235000	237500
0.122832	237500	240000
0.122832	240000	242500
0.122832	242500	245000
0.122833	245000	247500
0.122833	247500	250000
0.122833	250000	252500
0.122833	252500	255000
0.122833	255000	257500
0.123582	257500	260000
0.123582	260000	262500
0.123582	262500	265000
0.123582	265000	267500
0.123583	267500	270000
0.123583	270000	272500
0.123583	272500	275000
0.123583	275000	277500
0.123583	277500	280000
0.123583	280000	282500
0.123583	282500	285000
0.123583	285000	287500
0.123583	287500	290000
0.123583	290000	292500
0.123832	292500	295000
0.123832	295000	297500
0.123832	297500	300000
0.123832	300000	302500
0.124332	302500	305000
0.124332	305000	307500
0.124332	307500	310000
0.124332	310000	312500
0.124333	312500	315000
0.124333	315000	317500
0.124333	317500	320000
0.124333	320000	322500
0.124333	322500	325000
0.124333	325000	327500
0.124582	327500	330000
0.124582	330000	332500
0.124582	332500	335000
0.124582	335000	337500
0.125082	337500	340000
0.125082	340000	342500
0.125082	342500	345000
0.125082	345000	347500
0.125083	347500	350000
0.126583	350000	352500
0.128583	352500	355000
0.129332	355000	357500
0.131082	357500	360000
0.132583	360000	362500
0.133832	362500	365000
0.135083	365000	367500
0.136583	367500	370000
0.138582	370000	372500
0.139332	372500	375000
0.141082	375000	377500
0.142583	377500	380000
0.144582	380000	382500
0.145083	382500	385000
0.146583	385000	387500
0.148583	387500	390000
0.149332	390000	392500
0.150583	392500	395000
0.152583	395000	397500
0.153832	397500	400000
0.155082	400000	402500
0.156583	402500	405000
0.158582	405000	407500
0.159332	407500	410000
0.160583	410000	412500
0.162583	412500	415000
0.164582	415000	417500
0.165082	417500	420000
0.166583	420000	422500
0.168583	422500	425000
0.169332	425000	427500
0.170583	427500	430000
0.172583	430000	432500
0.173832	432500	435000
0.175082	435000	437500
0.177315	437500	440000
0.177833	440000	442500
0.179332	442500	445000
0.180583	445000	447500
0.182582	447500	450000
0.184582	450000	452500
0.185082	452500	455000
0.186583	455000	457500
0.188583	457500	460000
0.189332	460000	462500
0.190583	462500	465000
0.192583	465000	467500
0.193832	467500	470000
0.195082	470000	472500
0.196583	472500	475000
0.197833	475000	477500
0.199332	477500	480000
0.200583	480000	482500
0.202582	482500	485000
0.203333	485000	487500
0.205082	487500	490000
0.206583	490000	492500
0.208582	492500	495000
0.209083	495000	497500
0.210583	497500	500000
0.212583	500000	502500
0.213332	502500	505000
0.215082	505000	507500
0.216583	507500	510000
0.217832	510000	512500
0.219083	512500	515000
0.220583	515000	517500
0.222582	517500	520000
0.223332	520000	522500
0.225082	522500	525000
0.226583	525000	527500
0.228582	527500	530000
0.229083	530000	532500
0.230583	532500	535000
0.232583	535000	537500
0.233332	537500	540000
0.235082	540000	542500
0.236583	542500	545000
0.238583	545000	547500
0.239332	547500	550000
0.240583	550000	552500
0.242583	552500	555000
0.243333	555000	557500
0.245082	557500	560000
0.246583	560000	562500
0.247832	562500	565000
0.249083	565000	567500
0.250583	567500	570000
0.252582	570000	572500
0.253333	572500	575000
0.255082	575000	577500
0.256583	577500	580000
0.258582	580000	582500
0.259083	582500	585000
0.260583	585000	587500
0.262583	587500	590000
0.263332	590000	592500
0.265082	592500	595000
0.266583	595000	597500
0.267832	597500	600000
0.269083	600000	602500
0.270583	602500	605000
0.272582	605000	607500
0.273332	607500	610000
0.275082	610000	612500
0.276583	612500	615000
0.278582	615000	617500
